,Company,Description,Position,Source,skills,Loc_city,Loc_state
7571,Robert Half Technology,"Robert Half Technology seeking to add two Front End Developers with skillsets ranging from junior to senior level. This role will work closely with business owners, internal clients, and development team consisting of J2EE developers, other Front End Developers, UX Designers and QA. Skills and Qualifications: Basic Requirements Detail oriented, strong communication skills in English, written and verbal Strong analytic skills and work ethic. HTML, CSS (SCSS preferred), and basic jQuery Proficient in markup coding by hand, specifically HTML5 and/or XHTML 1.0 Proficient in CSS3 and responsive web coding Experience developing cross-browser and cross-platform compatible solutions Must be able to execute creative, visually stunning, front end for web based application Must be able to work independently with little guidance from others and in a team environment A Bachelor's degree in Computer Science (CS), Software Engineering (SE) or related technical field is preferred for the position. Mid - Advanced Level Skills Advanced JavaScript development including experience in either Vue.js or React (SSR experience preferred) and jQuery Writing unit and e2e front end tests (Selenium) CSS/SCSS using BEM class naming Front end build experience with Gulp and Webpack Development in Spring and Core Java preferred Consuming REST and SOAP services (with ability to create services preferred) **Email resume to Khyeila.ford@rht.com for review** Job Requirements Robert Half Technology seeking to add two Front End Developers with skillsets ranging from junior to senior level. This role will work closely with business owners, internal clients, and development team consisting of J2EE developers, other Front End Developers, UX Designers and QA. Skills and Qualifications: Basic Requirements Detail oriented, strong communication skills in English, written and verbal Strong analytic skills and work ethic. HTML, CSS (SCSS preferred), and basic jQuery Proficient in markup coding by hand, specifically HTML5 and/or XHTML 1.0 Proficient in CSS3 and responsive web coding Experience developing cross-browser and cross-platform compatible solutions Must be able to execute creative, visually stunning, front end for web based application Must be able to work independently with little guidance from others and in a team environment A Bachelor's degree in Computer Science (CS), Software Engineering (SE) or related technical field is preferred for the position. Mid - Advanced Level Skills Advanced JavaScript development including experience in either Vue.js or React (SSR experience preferred) and jQuery Writing unit and e2e front end tests (Selenium) CSS/SCSS using BEM class naming Front end build experience with Gulp and Webpack Development in Spring and Core Java preferred Consuming REST and SOAP services (with ability to create services preferred) **Email resume to Khyeila.ford@rht.com for review**",JavaScript Developer,dice.com,"Browser, CSS, Developer, Development, HTML, J2EE, Java, JavaScript, jQuery, QA, SOAP, UX",Richmond, VA
7575,"Hire Velocity, LLC","EMPLOYER: North Highland Worldwide Consulting - http://www.northhighland.comASSIGNED CUSTOMER: Home DepotROLE: Permaent, full-time employeeCompensation: Base salary + Bonus (15%) + Full Benefits + ESOP + Unlimited PTOTravel: 50%+Tableau/SQL Team Lead Job description:· Lead either workstreams or other team members in the successful delivery of client work, with some oversight from senior team members· Work with Tableau, creating visuals, building dashboards and customizing to needs of business· Write custom SQL for complex data pulls and data analysis· Drive insight by designing visualizations with logical and meaningful data flow· Be analytical with excellent problem solving skills and see patterns· Meet with key stakeholders and developing design requirements based on discussion· Push the limits of software, be a problem solver· Start from scratch with raw data set and build key insightful visualizations with minimal direction from client or stakeholders· Teach client staff how to better visualize data using Tableau· Some database development/ analysis may be requiredQualifications:· 5-7 years overall experience, with 1-2 years’ experience leading the delivery of work components· 3+ years working with Tableau, creating visuals, building dashboards, and customization to meet needs of end-user· Tableau 9.0 or higher experience· Experience with designing complex dashboards taking advantage of all tableau functions including data blending, actions, parameters, etc.· Experience with connecting to multiple data sources including Teradata, SAP BW, Oracle, SQL, Hadoop and others· Hands-on heavy experience working with one or more of the following databases: SQL Server, Teradata, Oracle, Netezza· 3+ years database development experience, to include one or more of the following: SQL, PL/SQL, T-SQL, Teradata SQL, stored procedures, triggers, data modeling, schemas, etc.· Experience integrating Tableau into various external environments (such as websites, sharepoint, etc.)· Good knowledge of Tableau server, administrative functions, installation (a plus)Preferred Skills:· Master's degree and/or professional certifications are advantageous· Creativity and willingness to experiment and Results/Business oriented· Comfortable navigating the ambiguity of fast-paced and diverse client engagements, work methodologies, and company cultures· Demonstrated sound analytical and diagnostic skills dealing with issues that are not readily defined and/or conflict with available information· Able to maintain partnerships across the organization, and is able to influence senior management, peers and staff through an inclusive style and recognition of their abilities to achieve results Self-directed and able to manage priorities· Ability to craft solutions for clients in a consultative setting· Excellent interpersonal/communication skills with professional staff, senior level executives and the community at large· Creative thinking and seeking innovative solutions to complex technical/business problems",Tableau SQL Team Lead (Tab Arch),dice.com,Tableau SQL,Atlanta, GA
7585,"ALTEK Information Technology, Inc.","Background:The Client is setting up a brand new Enterprise Data Foundation (EDF) layer to contain Healthcare Payer information to support business strategic, tactical reporting/analytical needs to meet the business capabilities, business strategy. The Big Data will be one of the EDF components to host the data lake and other Informatics data storage needs.Tasks:The Client is looking for a Big Data Engineer, Healthcare Analytics Senior with proven past experience in leading and delivering the Big Data solutions. The resource needs to work with Business stakeholders, Management, Architects, Developers, infrastructure and administrators to deliver a prototype by end of Dec 2016.Requirements:Lead implementation teams from concept to completion by leveraging the best practices of Big DataParticipate in the analysis, architecture and design of data hubBuilds robust Big Data solution systems with an eye on the long term maintenance and support of the ApplicationWork as part of a team to design and develop code, scripts, and data pipelines that leverage structured and unstructured data integrated from multiple sourcesLooks to leverage reusable code modules to solve problems across the team, including Data Preparation and Transformation and Data export and synchronizationDesign and develop automated test cases that verify solution feasibility and interoperability, to include performance assessmentsAct as a Big Data delivery liaison with Infrastructure, security, application development and testing team.Helps drive cross team design / development via technical leadership / mentoringKeep current on latest Big Data technologies and products, including hands-on evaluations and in-depth researchConsult and advise solution architects on overall enterprise-wide analytics solutions that include a Data Hub ComponentWorks with Project Manager to perform detailed planning, risks/issues escalation. Qualifications:Requirements for Big Data Engineer, Healthcare Analytics Senior:4+ years of experience working with batch-processing and tools in the Hadoop tech stack (e.g., MapReduce, Yarn, Pig, Hive, HDFS, Oozie)*4+ years of experience working with tools in the stream-processing tech stack (e.g., Spark, Storm, Samza, Kafka, Avro)* Experience developing applications that work with NoSQL stores (e.g., ElasticSearch, Hbase, Cassandra, MongoDB, CouchDB)* Experience developing for TB-level data stores and/or 10Gbps+ ingest speedsHigh-capacity data ingest into Hadoop or Spark is highly desiredHands-on experience with at least one major Hadoop Distribution such as Cloudera or Horton Works or MapR or IBM Big InsightsSystem usage and optimization tools such as Splunk is a plusAt least 4 years of experience delivering enterprise IT solutions as a solutions architect8+ years of experience with SQL and at least two major RDBMS's5+ years as a systems integrator with Linux systems and shell scripting8+ years of doing Data related benchmarking, performance analysis and tuning5+ years of Java experienceSolid programming experience with a preference towards Java or PythonDBA and/or Data Modeling experienceExperience with operational and business-level metadata managementBachelor's degree in Computer Science, Information Systems, Information Technology or related field and 6+ years of software development/DW & BI experience.Health care experience is plusExcellent verbal and written communication skills Love to Have:Hands-on experience with Cloudera 4.5 and higher, Horton Works 2.1 and higher or MapR 4.01 and higherExperience with Map/Reduce solution design and developmentETL Solution experience, preferable on HadoopExperience with industry leading Business Intelligence tools",Hadoop Developer,dice.com,"Hadoop, Developer",Reston, VA
7603,"RouteMatch Software, Inc.","Do you want work that has meaning and purpose? Can you imagine the impact of making someone’s basic need for mobility easier? Would you like to see greener, less congested communities? A career at RouteMatch enables you to contribute your experiences, talents and skills to a team of 170+ professionals delivering intelligent transit solutions to communities across the world. Our services and solutions allow transit agencies to provide public transportation and para-transit services for the elderly, disabled and veterans which increases community mobility, reduces traffic and contributes to a greener planet. RouteMatch is a place where you can honestly say “my work matters”. After 15 years, we’re like a start-up all over again as we push the limits of what is possible. We’re introducing new technologies and new ways to develop, implement and support our solutions. We want energetic, collaborative and innovative people with open minds to help make it happen. To keep our solutions evolving, RouteMatch is hiring a Hardware Engineer to research, analyze, test and approve new hardware solutions for our Vehicle Product line.  You are a critical part of the team to find the best hardware solutions for the RouteMatch product line and our customers. When we ask our team why they love to work here, they always say “the people” or “we’re like family – we’re in it together”.  Our teams want friendly, helpful people who care about others and can accomplish great things while still having a good time. We have a culture of promoting from within and encourage you to build a career here as your skills and interests develop. There are even more benefits to a career at RouteMatch ·         Rich medical, dental, vision and disability insurance plans including a 100% employer-paid HDHP medical plan for the employee·         Matching 401k·         Beautiful office space in a vibrant midtown location right off 75/85 with a free gym·         Paid parking or public transportation reimbursement As the Hardware Engineer, you will spend most of your time·         Defining system and functional requirements for product usage, performance and reliability·         Researching and recommending hardware based on performance, capabilities, reliability and cost·         Define test plans, set up test environments and perform validation testing to confirm that system and functional requirements are met independently and integrated with other systems·         Identify and document bugs and performance issues·         Provide technical documentation including product specifications, installation, user and support guides, test procedures, etc.·         Occasionally travel to client sites to deploy pilot equipment with partner agencies Skills, traits and talents required for success·         Bachelor’s degree in Electrical Engineering or similar·         Extensive knowledge of electronic and mechanical hardware with a focus on telematics·         Ability to research new hardware and analyze capabilities, performance, reliability and costs to determine the best solution and value·         Good knowledge of telecom cellular, wireless and high speed data communication technologies·         Creative, innovative and an out-of-the-box thinker with a big picture mindset·         Loves technology especially hardware and electronics·         Electronically and mechanically oriented and inclined·         Demonstrated ability to build and communicate a plan or design, gather feedback and make changes as needed RouteMatch Software is firmly committed to Equal Employment Opportunity (EEO) and to comply with all Federal, State and local laws that prohibit employment discrimination on the basis of age, race, color, gender, national origin, religion, disability, protected veteran status and other protected classifications. This policy applies to all employment decisions including, but not limited to, recruiting, hiring, training, promotions, pay practices, benefits, disciplinary actions and terminations. As a government contractor, RouteMatch Software is also committed to taking affirmative action to hire and advance minorities and women as well as qualified individuals with disabilities and covered veterans. ",Hardware Engineer - Product Analyst,dice.com,hardware vendor,Atlanta, GA
7619,Veredus,"JAVASCRIPT ENGINEER - PERM - WASHINGTON, DC Develop dynamic client-side interfaces using complex JavaScript frameworks. JavaScript Engineer Skills & Requirements: * 5+ years of experience in JavaScript, HTML5, CSS (Less and Bootstrap) and JQuery. * 2+ years of development experience in NodeJS or similar JavaScript frameworks (JQuery UI, knockout.js, React.js). * 2+ years of Cross Platform Mobile Application development (Android, iOS, Windows) expertise. * Experience in presentation/middle tier technologies (ASP.NET MVC, C#, etc.). * Great visual design skills, demonstrating a pixel perfect eye for detail. * Solid experience developing/implementing animations using CSS, SVG, and HTML5. * Experience in Adobe Creative Suite (Photoshop, Illustrator & InDesign) or similar tools. * Strong client-side and presentation tier unit testing skills. * Desktop, Mobile and Tablet design experience across multiple platforms. * Proficient understanding of cross-browser compatibility issues and ways to work around them. * Good knowledge in the areas of UI design and UX best practices. * Familiarity with Agile/Scrum software development methodologies. Follow us on our BLOG to see more jobs like this: http://dc.vereduscorp.com/ Why Veredus? Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there's a position you really want, you're fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. * Medical * Dental * Vision * 401K * Life Insurance ($20,000 benefit) * ATOP - Accrued Time Off Program * Consultant Lunches and Outings * Consultant Web-Site * Name Plates * Care packages/Survival packs * Dedicated Consulting Services Representative Veredus has been recognized as one of the ""Best Staffing Firms to Work For"" by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview Want to be as prepared as possible Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center/ Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V. Drug testing may be required; please contact Recruiter for more information.",JavaScript Engineer,dice.com,"JavaScript, HTML5, CSS, NodeJS, Mobile apps, Agile",Washington, DC
7667,ICF,"Social & AnalyticalSolutionsHealth Research Informatics & Technology SolutionsBethesda, MDJob Description:ICF is seeking an experienced Data Analyst with 7 10+ years of experience to support the data management, analysis, and reporting activities of its NIH client in Bethesda, MD. The analysts primary responsibilities are to collect, aggregate, synthesize, analyze and report on data from multiple sources and formats. He / she will work directly with senior program leadership in analyzing resulting reports to inform the ongoing management (tactical and strategic) of the business unit/operation. Advanced SQL and MS Excel skills, very strong analytical abilities, and a collaborative, flexible interpersonal style are an absolute must for this position.Key Responsibilities:Collecting, coding or recoding and/or cleaning data and information for subsequent analyses of NIH research, investment, and expenditures activity.Creating new datasets from multiple sources and large databases, involving selecting and joining appropriate tables and variables.Applying existing and developing new quantitative and qualitative statistical methods and models to describe, analyze, synthesize and interpret the NIH data.Producing mandatory and statutorily-required reports to support NIH policy initiatives and management decisions and respond to NIH internal and external stakeholder requests.Serving as an advisor and subject matter expert to members of committees or working groups sponsored by local, state, national or international governmental and non-governmental organizations, including the Office of Extramural Research, trans-NIH, federal interagency, and professional association groups Required Qualifications:Bachelors degree or higher. 7 10+ years of relevant experience in the collection, management, analysis, and reporting of complex data and data sets.Education or comparable experience in public health, statistics, and/or other quantitative disciplines.Expertise and experience in linking and analyzing large diverse databases, identifying new data that need to be collected, cleaning data, and inputting missing data.Experience in, and strong skills with, the application of Structured Query Language (SQL).Experience with descriptive and analytical statistical methods.Experience working with databases such as MySQL, ORACLE, SQL Server; and graphics and presentation software, such as Microsoft PowerPoint and Visio.Advanced MS Excel skillsPreferred Skills/Experience:Understanding and applying knowledge of research policies associated with NIH, other federal and international governmental agencies Familiarity with multivariate regression analysis, data visualization tools, social network analysis, Geographic Information Systems (GIS), policy analysis, survey methodology and/or evaluation methods is a plus Experience in the application of statistical methods and statistical computing packages such as SAS, SPSS or STATA is a plusPrior experience being based day-to-day at a Client site is highly desirable. An ability to work with a wide range of people is highly desirableProfessional Skills:Must have strong analytical and problem-solving skills Must possess excellent interpersonal, verbal, presentation, and written communication skills Must be able to work independently with minimal supervisionMust be a Team player with strong reasoning skills and excellent collaboration abilities About ICF (NASDAQ:ICFI) is a global consulting and technology services provider with more than 5,000 professionals focused on making big things possible for our clients. We are business analysts, policy specialists, technologists, researchers, digital strategists, social scientists and creatives. Since 1969, government and commercial clients have worked with ICF to overcome their toughest challenges on issues that matter profoundly to their success. Come engage with us at icf.com.ICF offers an excellent benefits package, an award winning talent development program, and fosters a highly skilled, energized and empowered workforce.ICF is an equal opportunity employer that values diversity at all levels.(EEO/AA Minorities/Females/Veterans/Individuals with Disabilities)For a listing of other career opportunities at ICF, please visit our Career Center at www.icf.com/careers/.",Data Analyst,dice.com,"Key Responsibilities: * Collecting, coding or recoding and/or cleaning data and information for subsequent analyses of NIH research, investment, and expenditures activity. * Creating new dat",Bethesda, MD
7669,"Matlen Silver Group, Inc.","MINIMUM QUALIFICATIONSEducation and Experience:Knowledge of enterprise reporting and analysis tools, SQL, and Microsoft Office applications, including Excel and Access. Experience leading or heavy involvement in project implementation.Required:Process requirements necessary to support complex large scale and/or decision support systems.Possess recent experience using modeling tools and repositories.Use information gathered to support the development of database specifications.Use relational database schemas to support large-scale, mid-tier clients/server, or web-based applications.Run queries using SAS and/or SQL to extract data from relational databases.Provide deliverables within the time frames defined by appropriate personnel and reviews to ensure time frames and quality standards are met.Experience providing advanced analytical support for Healthcare or Public Health.Perform extract, transform, load, model, and reconcile large amounts of data across multiple system platforms and sourcesPrepare reports in sharable formats for internal and external partners, and ensure quality deliverables are submitted on time to the manager and to the clients.Experience using conceptual, canonical, logical, and physical data models.Provide and support analysis and cleansing of database to remove duplicates, unused data, and any data not meeting data quality standards.Demonstrated proficiency supporting quality assurance, performance and load testing of applications and database services.Experience with database performance tools to fine tune database performance.Participates in solution development in association with the program and project team.Prepares monthly report to shareAccesses SharePoint environments to retrieve pertinent information and help maintain it with current and archival information.Experience in SQL, SAS including the use of SAS macros and arrays If interested, please send your up to date resume to kwatson@matlensilver.com.I look forward to working with you!",Data Analyst,dice.com,"Data Analysis, SQL, SAS",Atlanta, GA
7707,NORTHROP GRUMMAN,"Are you motivated to work in an environment where you will continuously innovate and work on solutions that make a difference for our customers? Do you want to support a portfolio of highly visible and exciting programs, and be a member of an inclusive, collaborative and agile team? Northrop Grumman Mission Systems is seeking a Data Scientist to join our Dulles, VA team to take on that challenge. * As a member of an integrated team, you will help derive the meaning of data based on statistical analysis. * Work as a member of an Agile team to help design and develop applications based on the underlying data. * Help the applications data representation answer the business needs of the customer. This position may be filled at a higher grade based on qualifications. Qualifications This position may be filled at either a level 3 or a level 4. Basic Qualifications: * Data Scientist 3: Bachelor of Science in Statistics, Mathematics, or related field, and 5+ years of professional data analysis experience. * Data Scientist 4: Bachelor of Science in Statistics, Mathematics, or related field, and 9+ years of professional data analysis experience. * Active Top Secret/SCI with polygraph. * Understand the software development lifecycle. * Experience with Oracle and a database querying language such as SQL. * Basic understanding of statistics. * Familiarity with statistical tests, distributions, maximum likelihood estimators, etc. Preferred Qualifications: * Experience with Subversion. * Working with large datasets. Must have a good understanding of performance issues relating to large, complex systems. * Work cross-functionally with various extended teams: product management, designers, QA, customer support and other business drivers to deliver product features and to address critical customer issues. * Experienced in Agile software development and Scrum lifecycle practices. * Experience with data/business analytics and visualization technologies (Tableau, D3, etc). * Must be able to interpret a variety of instructions furnished in written, oral, diagram, or schedule form. * Ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists. * Strong Desire to learn with a ""can do"" attitude. * Must be a self-starter with good customer interface skills, able to work successfully on diverse tasks as a member of a small team, and be able to adapt and learn new technical concepts quickly with minimal outside help. Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions. NGMSCIMS   Shift: 1st Shift Relocation Assistance: Yes US Citizenship Required for this Position: Relocation assistance may be available Business Sector: United States-Virginia-Dulles Clearance: Polygraph  Shift: 1st Shift Relocation Assistance: Yes US Citizenship Required for this Position: Relocation assistance may be available Business Sector: United States-Virginia-Dulles Clearance: Polygraph Clearance: Polygraph",Data Scientist 3/4 - TS/SCI w/poly required,dice.com,"Agile, Analysis, Data Analysis, Database, Development, HTTP, Lifecycle, Management, Oracle, QA, Scrum, SQL, Statistical Analysis, Subversion",Dulles, VA
7764,ICF,"About ICFs Information Insights (I2) GroupICFs Information Insights (I2) team is comprised of experienced professionals with the skills required to unlock the power of governed data discovery. Our staff provides deep technical and business support for data acquisition, data analysis/data science, and interactive data visualizations. Were looking for an ETL/Data Scientist who can develop extract, transform, and load (ETL) processing routines and data feeds to transmit data. In addition, youll perform data analyses summarizing trends and modeling impacts for both internal and external clients. This position will be based at our Fairfax, VA HQ.What youll be doing: Ensure the ETL code delivered is running, conforms to specifications and design guidelines Unit testing ETL code to ensure it can be delivered and run in a system testing environment Participate and contribute to quality assurance reviews of ETL components, including maintaining accurate records related to data lineage Help conceptualize, as well as perform, data analyses to summarize trends Develop and execute database queries that in turn support developing/formatting modeling inputsBasic Qualifications: Bachelors degree in a technical field: Computer Science, Engineering or related discipline 3+ years experience developing ETL scripts with tools such as Microsoft SQL Server Integration Services (SSIS), Informatica, Talend, Oracle Data Integrator (ODI) 2+ years experience in T-SQL and procedural programmingPreferred Skills/Experience: Ability to obtain a security clearance Proficient with data warehouse design and development as well as data modeling for both relational and dimensional data models Experience with modeling and quantitative analysis using standard statistical software such as SAS, R Experience in reporting and data visualization technologies such as SSRS, Tableau Demonstrated experience showing strong critical thinking and problem solving skills paired with a desire to take initiativeProfessional Skills: Excellent listening, written, and oral communication skills paired with an excellent sense of humor Ability to exercise independent judgment while effectively prioritizing and executing tasks while under pressure Team player with the ability to work in a fast-paced environment About ICF ICF (NASDAQ:ICFI) is a global consulting and technology services provider with more than 5,000 professionals focused on making big things possible for our clients. We are business analysts, public policy experts, technologists, researchers, digital strategists, social scientists and creatives. Since 1969, government and commercial clients have worked with ICF to overcome their toughest challenges on issues that matter profoundly to their success. Come engage with us atwww.icf.com.ICF offers an excellent benefits package, an award winning talent development program, and fosters a highly skilled, energized and empowered workforce.ICF is an equal opportunity employer that values diversity at all levels. (EOE Minorities/Females/Veterans/Individuals with Disabilities/Sexual Orientation and Gender Identity)",ETL/Data Scientist,dice.com,"What youll be doing: * Ensure the ETL code delivered is running, conforms to specifications and design guidelines * Unit testing ETL code to ensure it can be delivered and run in a system t",Fairfax, VA
7765,CompNova,"Greetings,   I have a new job opportunity that I’d like to share with you and your network  Position Name : Hadoop AdministratorLocation : ALPHARETTA,GA - 30005Duration : 4+ Months with high possibility of extension.Client will not sponsor Visa   Hadoop Administrator and Operations (3 Positions)...Manage large scale Hadoop cluster environments, handling all Hadoop environment builds, including design, capacity planning, cluster setup, performance tuning, analyze Hadoop log files, support, maintenance and ongoing monitoring .Work closely with network, infrastructure and application teams ensuring data is completing within SLA Identify hardware and software technical problems, storage and/or related system malfunctionsConduct proof of concept on new/evolving software in the Hadoop echo system to provide recommendations on implementation Continually work to automate administrative tasks while designing resiliency and high availability of the Hadoop platform. Required skills:Experience with Red Hat Enterprise Linux 6/7 and UNIX administration supporting large scale environments;Extensive knowledge in supporting Hortonworks HDP including Ambari administration, hdfs, MapReduce, Yarn, Spark, Pig, Hive, Storm, Kafka, Knox, Sqoop, Oozie, Ranger and Smart Sense;Experience in supporting secured clusters with Kerberos;Experience with issues that will affect a distributed system;Experience in supporting MySQL & NoSQL Databases like HBase and MongoDB;Experience in programming with Java, bash/shell scripting and python;Experience with Solr and Elastic Search administration and tuning; Strong written communications and documentation experience;Experience with automation with puppet and chef. Additional Skills are a Plus: Languages R, Scala and Ruby; Additional Hadoop software Accumulo, Sqrrl, Atlas and Cloudbreak; Monitoring software NagiosXi; Docker or Kubernetes HDP Certified Administrator; HDP Certified Developer Candidate is required to be a US Citizen. If interested, please reply with your resume in WORD format along with expected pay rate at your earliest convenience. If you know someone who may be interested, please forward this e-mail to them.                                                                                                                                          Thank youSincerelyRick PCompNovarickp@compnova.comTel: 972-635-5142 Fax: 972-671-1505 300 N Coit Rd., # 340 Richardson, TX 75080Web:CompNova.com ",Hadoop Administrator,dice.com,"Hadoop Administrator,UNIX administration ,Hortonworks HDP including Ambari administration, hdfs, MapReduce, Yarn, Spark, Pig, Hive, Storm, Kafka, Knox, Sqoop, Oozie, Ranger and Smart Sense;",Alpharetta, GA
7779,Experis,"SQL Server Developer The SQL developer will be working on implementation of an insurance software product.The key requirements are:Must have 4 to 6 years of hands-on experience in SQL Development experience in transactional systems. Strong analysis, mapping and ETL development experience in data conversion/migration using SQL from heterogeneous environments to SQL*Server.The developer will also be required to do data profiling and cleansing of the source data.The developer should be able to explain end to end migration process.Experience in performance evaluation and performance tuning of SQL code/statements and database parameters.Experience in Production Support - performing problem isolation and troubleshooting in complex environments.Experience in implementing 100% availability database architecture. Experis is the global leader in professional talent recruitment, providing clients with the professional talent they need to grow their businesses. Combining our deep industry knowledge and an unmatched understanding of human potential, we provide Professional Talent Resourcing in the areas of Information Technology, Finance & Accounting and Engineering. We specialize in Project Solutions for critical initiatives to help clients accelerate their growth - on-site, off-site or offshore. Experis is an Equal Opportunity Employer (EOE/AA)",SQL Server Developer,dice.com,SQL Server Developer,Herndon, VA
7796,Xoriant Corporation," Position: Data Engineer/Architect - ATLLocation: Atlanta, GA Duration: 12 + months contract with possible extension     Data Engineer/Architect - ATL – 2326Senior CPA Data Engineer/ArchitectWork as part of the CPA Analytics Architecture team providing support to module teams as needed, including general architectural reviews and guidance. Work with CPA product managers and other key stakeholders to analyze, understand, and document BI/Data storage and reporting requirements. Represent CPA Data/Analytics SME expertise to internal and external groups. Understand and document current state environment and existing solutions as well as considering innovative technology options for future solution envisioningRequiredExpert at SQL and query tuning on databases, have experience with columnar storage and MPP/Analytical DBs (GreenPlum, Teradata);  Data warehousing experience is preferred. Required Python skill set - intermediate to advanced. Have experience with bash scripting and any one of the following – java/Scala/C++/ or any object oriented or any functional programming language preferred.AWS cloud environment (required)Desired Characteristics: Good experience with EMR or Hadoop with a solid understanding of distributed processing/map-reduce.Experience writing programs using Spark/pySparkExperience dealing with Kafka/Kinesis/Flume (any one) and have the basic concepts of how these can be combined to have real time decisionsYou have designed complex DAGs on either Airflow, Luigi, or AWS Data pipelineExperience with at least one ETL tool (Informatica Cloud, Talend, SSIS...)Familiarity with machine learning and data analysis packagesFamiliar with how reporting software work - Tableau, SiSense, Qlik​Eligibility Requirements:Bachelor's degree in computer science or equivalent7+ years of experienceOr 5+ years experience if you have a Master's degreeAny offer of employment is conditioned upon the successful completion of a background investigation and drug screenMust be willing to travel (<10%)Must be willing to work out of an office located in Atlanta, GABusiness Acumen:Passionate about dataYou love to take on the hardest design challengesSelf-driven and have the sense of urgency",Data Engineer/Architect,dice.com,"SQL, GreenPlum, Teradata, Python , java/Scala/C++, AWS",Atlanta, GA
7804,Computer Futures,"Attention, Data Analysts! Do you want the opportunity to join a team with one of the worlds largest and leading technology clients? I am currently working with a federal-facing technology client who is actively looking for a Data Analyst to join their team in the DC Metro area. The Data Analyst will be responsible for:Processing data and documents using government approved toolsRestore selected documents from backup takesLoad digital audio filed and metadata into audio searching toolsConvert financial statements, bank statements, phone records and other documents into spreadsheets and databasesCapture the content of web siteWith appropriate approval and tools, capture the content of social media sitesProvide input and diagrams for supporting technical documentsAnalyze data and data structures for loading into data warehouses, databases, and other tools Required Qualifications:5 years of professional experience3 years of experience in Information Technology2 years of experience using SQL",Data Analyst - Contract to Hire - Washington DC,dice.com,Data Analyst - Contract to Hire - Washington DC,Washington, DC
7819,"Paramount Software Solutions, Inc","Senior ESRI/JavaScript API Developer600 West Peachtree Street NW, Atlanta, GA- 3030812 MonthsThe client is seeking a technical GIS developer for developing Esri ArcGIS Server 10.4x Javascript API (HTML5) and SharePoint 2013 solutions. The candidate will have design, development, implementation, and support experience.Responsibilities:Develops customized web applications, web services, mobile, and enterprise solutionsDevelops geoprocessing and GIS web servicesDevelops GIS web editing/mapping applicationsConducts performance, unit, system, integration, and quality assurance testing of applicationsMaintains existing applications/servicesUpgrades and migrates existing applications/services to current version/systems architectureProvides end user support and creates support documentationWorks closely with other developers and architectsEstimates work effort and proposes development solutionsAssists in the integration of Esri Roads and Highways and Agile AssetsRequired Skills/Experience:5+ years of programming/application development experience3+ years of C# or J2EE Java/Javascript development experience3+ years of Esri JavaScript API2+ years of PL/SQL, T-SQL, SQL3+ years Esri ArcGIS Desktop and Server 9x/10x2+ years Esri ArcGIS Server services and GeoProcessing services development2+ years Esri ArcSDE/Oracle 11g/12c versioned geodatabase development2+ Python ScriptingExperience with industry-standard technologies such as HTML, CSS, XML, XSLT, Git, HTML5, Dojo, Kendo UI, Dijit, etc.Bachelor’s in geography, GIS, computer science, or a related fieldComfort working in Microsoft or Java-based realms: operating systems and platforms (.NET, JEE), application servers (IIS, Tomcat), architecture, implementation patternsAbility to clearly communicate technical ideas, whether to other technical peers or non-technical project managers or customersExcellent communication, collaboration, and teamwork skills.Ability to isolate/solve any number of problems from code bugs to database connectivity to application server or operating system failuresKnowledge of geospatial and mapping concepts such as spatial analysis, map projections, etc.Experience with current technology implementation patterns including service-oriented and cloudKnowledge of IT security concepts and implementation patterns within Esri technologyPreferred Skills/ExperienceOracle Spatial SDO GeometryEsri Roads and Highways, Dynamic segmentation and linear referencing systems/methods, transportation data modelsEsri Geodatabase (SDE) Administration.NET Web Services (UDDI, SOAP, REST, WCF, etc.)Esri Geoevent Processor Extension for ArcGIS ServerEsri Portal / ArcGIS Online/Web App BuilderEsri Technical Certifications – Developer/EnterpriseIOS development",Senior ESRI/JavaScript API Developer - GA,dice.com,"Esri ArcGIS Server 10.4x Javascript API (HTML5), SharePoint 2013",Atlanta, GA
