Position,Company,Description,Loc_state,Loc_city,Skills,Type,Source
CyberCoders Job Application for Front End Developer - HTML,NA,"Report this job About the Job If you are a Front End Developer with experience, please read on! ( Chicago, IL)Come be apart of our next-generation grassroots firm. Our goal is to redefine how companies and organizations build winning campaigns. By using the lessons learned after years of leading the Obama organization, we are building tools to help groups connect with key constituencies, design innovative programs, and put their ideas into action.Top Reasons to Work with Us- Great location-We promote work/life balance-Competitive Pay-Great BenefitsWhat You Will Be Doing-Help prototype and rapidly iterate on new product concepts.-Be responsible for the technical strategy and development of products we build.-Bring your particular expertise to our talented and hardworking team.-Evaluate emerging technologies and how they can best help us in our product process.-Be excited about recruiting a team of of talented and inquisitive developers.-Test concepts, test code, test users.-Be able to pioneer new tools using React/React Native apps and all of the APIsWhat You Need for this Position-HTML5-CSS or something like SASS or PostCSS-Node.js-PHP-Cloud services like Amazon or Heroku-React or other front-end framework-Stripe-WordPress-PostgreSQL, mySQL-Firebase-Algolia-oAuthSo, if you are a Front End Developer with experience, please apply today! Report Previous Next {""Caption"":"""",""Images"":[{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/1.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/2.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/3.jpg"",""Title"":null,""Text"":null,""Caption"":null}]} ‹ › ×",NA,NA,NA,"Full Time, Employee",monster.com
CyberCoders Job Application for Sr Data Scientist - work % remote,NA,"Report this job About the Job Are you attracted to a role where you can work remote 50% of the time and pick your own data science project 25% of the time? This role is 50% teaching (onsite), 25% working on business projects (remote if you wish) and 25% working on a data science project of your choice (remote if you wish).Top Reasons to Work with UsThis is a full time role and also an amazing opportunity where for 3 months out of the year you get paid to work on whatever you like e.g. writing a book, research, a data science consulting assignment etc....Option to work onsite OR you can be 50% onsite and 50% remote.Work for a company where you get to meet and interact with some of the most prestigious data scientists in the data science community. We have guest speakers from across the globe who are leaders in our field.What You Will Be DoingSENIOR DATA SCIENTISTThis is an opportunity to be both hands on with data science and also teach.We are looking for Data Scientists to be part of the our Data Science Instructional Team. We seek individuals who love and excel at analyzing and visualizing data to solve important problems, are passionate about teaching others to be premier data scientists, and are fun to be around and work with. An ideal candidate should be quick to learn and adapt, care about design of simple, powerful, beautiful interfaces and visuals, love writing code, thrive in creative team efforts, and also have interests and passions beyond data science.ResponsibilitiesOur Senior Data Scientists provide incredible and inspiring Data Science instruction; support the design and teaching of new products and courses and infuse their expertise into our business operations; and continually sharpen their skills through consulting and passion project explorations. We call this approach our 2-1-1 Instructor Model. Teaching the Data Science Bootcamp (2 quarters of the year)Senior Data Scientists spend half the year co-teaching two 12-week bootcamps (20-24 students). On any given day, the amount of lecture time is 1-2 hours, and the remainder of the day is spent directly engaging with and coaching individually the students.•Leading course discussions•Providing personalized support to students•Improving the quality of our curriculum •Offering career guidance and interview supportDeveloping and Teaching New Courses and Supporting Business Operations (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year helping to create and teach new course offerings, as well as infusing our functional areas – admissions, marketing, careers, instructor recruitment – with their domain expertise.•Creating new courses and/or enhancing existing courses•Providing data science training to corporations•Interviewing and providing feedback on applicants•Speaking at events and conferences•Writing articles and blogs•Assisting with instructor recruitmentSharpening Skills and Pursuing Data Science Passion Projects (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year focused entirely on enhancing their skill set and building their data science knowledge in whatever way they choose. These three months are intended to be self-driven. Some ideas include:•Consulting on pro bono data science projects (e.g., with DataKind)•Providing in-house data science project expertise to specific companies•Authoring a book related to data science•Enrolling in data science classes•Working on open source passion projectsWhat You Need for this PositionMust haves:Machine Learning AlgorithmsPythonINDUSTRY experience of data science Preferred skills/experience:Ideally Masters or PhD in quantitative fieldPrior teaching experienceWhat's In It for YouPerks of the Role•Part of a team that is transforming education•Three paid months per year to sharpen skills and pursue passion projects•Competitive compensation package•Opportunity to network and develop, both among our internal Data Science speaker community, as well as through our parent company which is a global organization•Opportunity to work in different geographic locations (NYC, San Francisco and now Chicago)So, if you are a Senior Data Scientist who wants to teach, get involved in the business AND get paid to spend 3 months a year working on a data science project of your choice, please apply today! Report Previous Next {""Caption"":"""",""Images"":[{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/1.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/2.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/3.jpg"",""Title"":null,""Text"":null,""Caption"":null}]} ‹ › ×",NA,NA,NA,"Full Time, Employee",monster.com
Business Intelligence Analyst Job in Cincinnati,NA,"What is this job about? Good question.  The primary work for the first six months will be building out BI reports, gauges, graphs, charts, etc. You will be using Birst as the ETL/BI tool combined with Google's D3 graphics package.  At the end of the day? It’s about learning and enjoying who you work for and what you do.What does our client need? Our client is looking for a Business Intelligence and Analytics Developer who can design and build viewports, and integrate them with other software components, to deliver value-added software solutions that facilitate decision-making and deliver business insights for our customers.The daily scoop: But seriously, this is the real scoop on everything you may be doing (or may not).  Subject to change!This role will be responsible for understanding business needs of our customers and them translating these requirements into feature recommendations and viewport designs for new Business Intelligence products.  The person in this role will then build and implement Apex Business Intelligence viewports for customers in key market segments.  Analyze the data captured by the Trajectory device management application for value-added Business Intelligence services and market insights generation.  Define data and viewport requirements; leveraging available in-house and external data sources with the goals of identifying trends, developing key performance indicators, identifying insights and enabling business decision making within Apex and for our customers.Develop software designs for merging data within Apex’s systems with data available within our customer’s systems and other external sources to derive business insights.Build conceptual prototypes and mock-upsBuild Business viewports and reports, accessible to all Apex customers globally to provide them with the best insight into their use of Apex’s industrial vending solutions.Produce necessary design, development and testing documentation.Collaborate with ETL developers and participate in data model designsThe much needed technical experience:A minimum of a Bachelor’s degree is required in Data Analytics, Information Systems or Computer ScienceA minimum of 3 years of experience is required in building applications in at least one Business Intelligence and Analytics tool such as Birst, Tableau, Micro-Strategy or QlikStrong customer orientation and ability to understand and envision how the viewports may be used by different stakeholder populationsAbility to estimate and scope assigned tasksExperience in writing and tuning complex queries against relational database management systemsAbility to develop and debug scripts or regular expressions needed to present complex calculations or filters in customer viewports or reportsAbility to design and develop approaches to integrate software solution components; e.g. through API calls or scriptsUnderstanding of BI platforms and how to troubleshoot platform and/or integration issuesWhat every company needs (And so does this one):GREAT COMMUNICATION SKILLS!ABILITY TO THINK INDEPENDENTLY or work in a team.SELF STARTER Motivated, confident, adaptable, Agile, resilient, energetic….DESIRE TO DO GOOD IN THE WORLD (This is a plus but doesn't hurt)What now? Send Eric Tanner your resume - now, later, or tomorrow.  But certainly not two days from now.So, why IBS? Interactive Business Systems Inc, is an IT solutions and staffing company known for being awesome! We are in the business of helping connect great people with great jobs; Plain and simple.Oh, and we offer benefits even to our consultants on contract - Full time W2 pay with benefits to start day one.  And, we will take you to lunch once a month, perhaps twice!  ",OH,Cincinnati,NA,Full Time Employee,monster.com
"CyberCoders Job Application for Sr. PHP Application Developer - JavaScript Experience! | Monster.com var MONS_LOG_VARS = {""JobID"":",NA,"Report this job About the Job Based in Erlanger, KY, we are one of the top 50 residential developers in United States. We love building homes and you should love building...applications! Currently, we are looking to hire a bright Sr. PHP Web Applications Developer to build applications that inspire and improve efficiency for users. If you are strong with PHP, MVC, and JavaScript, we would love the time to tell you more about this amazing opportunity.Top Reasons to Work with Us1. Top 50 builder2. Growth opportunity3. Collaborative & enjoyable environment4.Stable and grounded companyWhat You Will Be Doing1. Build applications that inspire and improve efficiency for users.2. Involved in all aspects of the systems development life cycle and guide our systems for the future.What You Need for this Position* Bachelor's Degree *- 2+ years' of professional development experience using PHP- Experience with PHP frameworks - Yii preferred - (Laravel/Zend/Symfony)- JavaScript experience - Solid with JavaScript frameworks - JQuery/Backbone/Bootstrap- SQL and database knowledge - MySQL- Linux experience preferred- AWS- Git version controlWhat's In It for You1. Competitive Salary2. Full Benefits3. PTOSo, if you are a Sr. PHP Application Developer with experience, please apply today! Report Previous Next {""Caption"":"""",""Images"":[{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/1.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/2.jpg"",""Title"":null,""Text"":null,""Caption"":null},{""Src"":""//media.newjobs.com/mm/xcybercx/cjt1/3.jpg"",""Title"":null,""Text"":null,""Caption"":null}]} ‹ › ×",NA,NA,NA,"Full Time, Employee",monster.com
C++ / JavaScript / MATLAB - Software Engineer in Test Job in Natick,NA,"Job SummaryJoin the core Simulink UI team and be involved in developing new test strategies and testing frameworks for automated testing of Simulink Studio ID. As part of the Simulink UI Quality Engineering team, you will collaborate with Quality Engineering and Software Development teams  to create and evolve policies, best practices, and build testing frameworks for distributed systems testing. In addition, you will engage early in the software development process, influencing requirements specifications, and discussing software design and testability with software engineers. Responsibilities Collaborate with software development teams to develop test harness for testing of Simulink Studio UI features. Design and implement test plans based upon functional and design specifications. Create and maintain automated test suites in MATLAB, C++, and/or JavaScript. Report and analyze bugs, and collaborate with software engineers to resolve them.Minimum Qualifications A bachelor's degree and 3 years of professional work experience (or a master's degree) is required.Additional Qualifications Programming experience in C++ or JavaScript. Knowledge of Object Oriented Design. Exposure to automated UI testing. Exposure to MATLAB or Simulink. Capacity to multi-task several testing activities concurrently.   Why MathWorks?It’s the chance to collaborate with bright, passionate people. It’s contributing to software products that make a difference in the world. And it’s being part of a company with an incredible commitment to doing the right thing – for each individual, our customers, and the local community. MathWorks develops MATLAB and Simulink, the leading technical computing software used by engineers and scientists. The company employs 3000 people in 15 countries, with headquarters in Natick, Massachusetts, U.S.A. MathWorks is privately held and has been profitable every year since its founding in 1984. MathWorks, Inc. is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics. The EEO is the Law poster is available here.",MA,Natick,NA,Full Time,monster.com
Software Engineer in Test - MATLAB Math and Data Analytics Job in Natick,NA,"Job SummaryDo you enjoy working with and qualifying numerical computing tools and data structures that help in Data IO and Analysis? Are you passionate about Math? Do you want to work for one of the core teams in the MathWorks which is the foundation of all the technical computing products that we build? As a Software Engineer in Test for MATLAB Math and Data Analytics, you will be responsible for developing and implementing test plans, creating automated test suites and conducting hands-on testing of these core features. As a member of the Quality Engineering team, You will not only be contributing to the new algorithms that get designed and developed but also play a critical role in driving it to its final product release.Responsibilities Qualify product in detail Design test tools and infrastructure to facilitate automated and interactive testing Design and implement automated function and system tests Report bugs and verifying fixes Evaluate product performance Participate in product design reviewsMinimum Qualifications A bachelor's degree and 3 years of professional work experience (or a master's degree) is required. Programming experience in MATLABAdditional Qualifications Strong foundation in Engineering Mathematics Experience of working with Data Analytics projects and tools (R, Python etc) Programming experience in C++ is nice to have Three years of experience in Software Development or Quality Engineering/Testing is preferable Why MathWorks?It’s the chance to collaborate with bright, passionate people. It’s contributing to software products that make a difference in the world. And it’s being part of a company with an incredible commitment to doing the right thing – for each individual, our customers, and the local community. MathWorks develops MATLAB and Simulink, the leading technical computing software used by engineers and scientists. The company employs 3000 people in 15 countries, with headquarters in Natick, Massachusetts, U.S.A. MathWorks is privately held and has been profitable every year since its founding in 1984. MathWorks, Inc. is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics. The EEO is the Law poster is available here.",MA,Natick,NA,Full Time,monster.com
Data Analytics Program Manager Job in Chester,NA,"Hi, Hope you are doing great,We Have Excellent Opportunity with One of our State Client.Here is the Job Description from our client, let me know if this is of your interest. JOB Title : Data Analytics Program Manager. Description:    High-level knowledge of data management, analytics, open data, data sharing challenges, political sensitivities concerning data; general business knowledge of what Executive Agencies do; ability to facilitate work across multiple agencies, vendors and universities; ability to navigate the political landscape Required Skills:  Program ManagementAbility to interact at executive level, and across many parties including universities and vendorsData Management / Maturity AssessmentsUse Case support and business case formulationOpen Data Guidance and Recommended PracticesData Sharing Policy supportKnowledge of Data integrationBest Regards,VeereshOffice – 408-533-0000 Extn - 602E-mail – veeresh@coolsofttech.com",VA,Chester,NA,Full Time,monster.com
Data Analyst Job in Charlottesville,NA,"Boyd Caton Group (bcg), Inc. is seeking a full-time data analyst to work out of our Charlottesville offices. The successful applicant will review, validate and analyze transit industry financial, service, asset, and safety data, and coordinate with industry contacts. Requirements: energetic, self-starter, college degree, MS Office fluency, data manipulation experience, strong written and oral communication skills. Financial/economics, statistics, and/or transit industry experience preferred. Must be able to pass federal government work clearance. Compensation is $42,500, plus benefits, including health and dental insurance, vacation and sick pay, gym stipend, and matching retirement IRA option. Please send your cover letter and resume to employment AT boydcatongroup.com with a subject line of ‘Data Analyst.’ BCG participates in the E-Verify Employment Eligibility Verification Program.",VA,Charlottesville,NA,Full Time,monster.com
Quality Engineer - Audits/Processes/Data Analysis Job in Ontario,NA,"A leader in electronics, healthcare and lighting is looking for a Quality Engineer in the Ontario, CA area. This is a 8 month CONTRACT position. No per diem is available. Responsibilities for the Quality EngineerMonitor and coordinate actions for non-conforming material reports. Perform process audits and update work instructions or control plans. Prepare monthly QA status reports for quality system processes. Perform trend analysis of the data and communicate the reports. Manage projects and coordinate team meetings.Requirements for the Quality EngineerEducation in science, engineering or chemistry required. Experience in FDA regulated environment is preferred. Benefits401kHealthcareThis Job is located in Ontario, CA -> United States",CA,Ontario,NA,Full Time Temporary/Contract/Project,monster.com
ETL Tester Job in Santa Clara,NA,"Hi,Greetings from Sarian, Sarian Solutions is a global talent acquisition and executive search company. We work exclusively with some of the most reputed and admired clients across various sectors and geographies.We have an ETL Test lead positions fulltime with TCS//SVB in Santa clara, CA below is the job description. If you are available and interested, please send me your most recent updated resume in word format, contact details and a time good for you to discuss further on the role and answer any questions you may have.Work with development and support teams to identify gaps in functional or technical requirements for Application Software and brings these gaps to SVB’s attention.Need to have Strong Knowledge in Finance domain Knowledge in Datawarehouse / ETL TestingAxiom SL Tool experience will be preferableSchedule, Monitor, evaluate, and direct projects to ensure complete business solution is implemented.Report test status to SVB with Daily/Weekly/Monthly frequency.Participate in strategic reviews with SVB.Estimate and capacity planning of new initiatives in pipeline.Prepare and review test cases for the FRD/BRD.Participate in Requirement Walkthrough’s, Defect Triages, Stand up calls to represent QA Activities.Coordinate within Onshore/Offshore testing/application teams.Perform Manual Testing (Functional, Regression, Ad-Hoc and Exploratory Testing of Applications.Create test Automation Framework, and share the same with SVB for signoff.Preparation of End to End Automation suite for the scope.Prepare Traceability Matrix.Thanks & RegardsHarshaSarian solutionsWork: 732-790-2266*203 |Fax: 732-790-0944E: harsha@sariansolutions.com  ",CA,Santa Clara,NA,Full Time,monster.com
QA Automation Engineer-Selenium/Python/Java Job in New York,NA,"RESPONSIBILITIES:Kforce is working with a well-known firm located in New York, New York (NY). The client is searching for a QA Automation Engineer who can code in Java, Python, Ruby or PHP. The client will take a junior or a mid-level candidate. This firm is paying a competitive package, superb benefits, work / life balance and a tremendous opportunity for growth!QA Automation Engineer Responsibilities: Get involved early to understand how new features are intended to work Design, manage, and document functional, regression, and stress tests to ensure our service works smoothly Develop and execute manual and automated tests, test cases, test plans, and thoroughly document defects that are identified Work closely with Development Engineers and Product Development Team to resolve problems Work on problems that require you to consider a wide variety of factors and use initiative and judgment to get them fixed Work with our Customer Support Team to investigate bug reports from usersREQUIREMENTS: BS or BA in Computer Science or a related field from a top college or university; Computer Science degree is a plus Experience writing and conducting functional test plans Experience with writing automated tests using Selenium with Python, Java, PHP or Ruby Knowledge of QA process and methodologies Thorough understanding of the Web and various browsers user agents Strong analytical skills, attention to details Proven ability to translate detailed requirements into test plans and test cases Strong analytical and communication skills, a team spirit, and an insatiable appetite for verifying software correctness Load and performance testing experience is a plus Programming experience in Python, PHP, or Java would be helpful Experience working with Unix Shells is a plus Strong preference is python",NY,New York,NA,"Full Time, Employee",monster.com
QA Engineer w/ Strong SQL/Big Data/ETL/Elite Firm Job in New York,NA,"RESPONSIBILITIES:Kforce's client is a well-known firm located near Penn Station in New York, New York (NY). This firm is searching for a Senior QA Engineer who has mid-back-end QA development / ETL as well as Big Data / Hadoop background. The data and analytics organization in this company is responsible for managing and analyzing massive amounts of data as well as supporting the whole organization in delivering value from data. Our platform group focuses on designing, developing and operating our global technology stack with four key layers of data marketplace, data management, analytics workbench and application marketplace. All these layers operate on both aggregate and event-level data and are hosted on variety of infrastructure options including but not limited to local servers, public and private clouds.Summary: The QA specialist will join a small group of topnotch engineers and lead the QA of one of our flag ship software projects. The client builds and maintains a Data and Analytics Platform, which enables data analysis for leading advertisers around the world to monitor, evaluate and optimize their marketing investments.REQUIREMENTS: Candidates qualifying for this position will have similar experience along with the skills and abilities to perform the duties mentioned Any relevant education and / or training will be considered a plus",NY,New York,NA,"Full Time, Employee",monster.com
QA Engineer (Strong SQL/ETL/Hadoop/WebAPI) Job in New York,NA,"RESPONSIBILITIES:Kforce has a client seeking a QA Engineer with strong SQL Background-Elite Firm in New York, New York (NY).Summary:The data and analytics organization in this company is responsible for managing and analyzing massive amounts of data as well as supporting the whole organization in delivering value from data. The client's platform group focuses on designing, developing and operating our global technology stack with four key layers of data marketplace, data management, analytics workbench and application marketplace. All these layers operate on both aggregate and event-level data and are hosted on variety of infrastructure options including but not limited to local servers, public and private clouds.The QA Specialist will join a small group of top notch Engineers and lead the QA of one of the client's flag ship software projects. The client will build and maintain a Data and Analytics Platform, which enables data analysis for leading advertisers around the world to monitor, evaluate and optimize their marketing investments.Job Responsibilities will include: Perform hands-on QA including new features testing, regression and load tests Create and execute automated verification scripts Coordinate system testing efforts across local and offshore teams Lead the software releases verification and sign-off process Write test documents including test plan, test cases and test summaries Provide management with status reports and updates Participate in the design process to ensure QA deliveriesREQUIREMENTS: Advanced degree in Statistics or Computer Sciences - a plus 5+ years of professional hands-on working experience in Microsoft based environments including utilizing industry standards processes and tools Proven experience in QA automation Proven experience in Databases and writing and understanding SQL Experience testing APIs (SOAP / REST) Management skills and proven record of leading people Excellent written and oral communication skills Ability to work overtime and flexible working hours when needed Previous knowledge in Media and Advertising - a plus",NY,New York,NA,"Full Time, Employee",monster.com
Data Analyst Job in Fort Wayne,NA,"Agri Stats, Inc. is a statistics, analysis, and benchmarking firm servicing the agriculture and protein industry. Our office is located in Fort Wayne, IN and we are part of the Eli Lilly family of companies.  For our Data Analyst role, we are looking for candidates with an interest in accounting, math, and customer service. The successful candidate will need to be analytical with excellent organizational skills and multitasking abilities.  The role is responsible for processing, auditing, and the analysis of client data including calculation, audit, and reconciliation to our clients’ internal statements.  Strong Excel skills are a must.The successful candidate will have a degree in Accounting, Math, Business, Agricultural Economics, or similar field of study.   Controllers, CPA’s, and Cost Accountants have all had very successful careers here. We offer a competitive salary and an excellent benefit package including health, dental, and 401k with company match, casual dress and atmosphere, and a generous vacation policy. Please apply directly through this ad to ensure we receive your resume. If you have any questions about the position or our company please contact: Michael Snyder, Director of Human Resourcesmsnyder@agristats.com or 260-407-2763",IN,Fort Wayne,NA,Full Time,monster.com
Python Developer Job in Jersey City,NA,"Job Description:-Client is looking for a Python DeveloperQualifications:-At least three years of python development-Strong knowledge of software best practices (Object-Oriented design, patterns, algorithms, data structures). -Technical problem solver, get things done attitude-Experience with automated testing-Experience with Unix (all of our services are deployed on Unix machines) -Applies Test-Driven Development practices -Desire and ability to document code, and write documentation in support of the software. -SQL database familiarity-Continuous learning, quick learner, willing to learn new things, curiousSkills:-Strong analytical skills-Experience using agile development methodologies",NJ,Jersey City,NA,"Full Time, Temporary/Contract/Project",monster.com
SQL Server/My SQL DBA - Secret Clearance Job Job in Mascoutah,NA,"SQL Server/My SQL DBA needed for a permanent opportunity with Yoh's client located in Mascoutah, IL. Secret Clearance and Security+ with ITIL certification required. What You'll Be Doing: - Assist teams in designing, developing, and deliver / implementing data solutions to include: architecture design, prototyping of concepts to proof of concept, development of standards, design and development of test plans, code and module design, development and testing, data solution debugging, design and implementation of a solution that follows efficient design techniques and development that meets and exceeds the intent of the design of the data solution. - Effectively manage day-to-day tasks / activities in coordination with the different teams of developers to effectively meet the deliverables and schedule of a data solution component within larger application projects. - Lend support to various business and technology teams as necessary during design, development and delivery to ensure solid, scalable, robust solutions. - Support and maintain data and database systems to meet business delivery specifications and needs. - Be able to clearly communicate complex technical designs and solutions in clear, concise, and easily readable format by both technical and non-technical personnel. - Communicate effectively in both verbal (i.e. day-to-day discussions, team meetings) and written (requirements and design specifications) form, as well as have an overall ability to be clear and concise in all communications. What You Bring to the Table: - Strong design, development and implementation experience with MySQL and Microsoft SQL Server database and scripting - Expert with Linux servers - Thorough working knowledge of the design and database development processes, methodologies and their direct implementation to data solution projects. - Strong database setup, configuration, maintenance / support, programming, debugging and testing skills, troubleshooting skills, and experience with numerous operating systems, database environments and architectures. - Experience deploying and using databases in virtualized environments. - Experience in developing and executing a data solution implementation plan. - Strong knowledge and experience with database tuning, ETL, DTS, T-SQL and business intelligence technologies. - Strong decision making and problem solving skills and experience with data solution projects. - Programming background - Excellent English communications skills. - Secret Clearance - Bachelor's degree in Computer Science, Software Engineering or a related field - At least 8 (eight) years of experience in data solutions development - Must have Sec+ certification prior to starting - Must obtain ITIL Foundations certification prior to starting What's In It For You? We welcome you to be a part of one of the largest and legendary global staffing companies to meet your career aspirations. Yoh's network of client companies has been employing professionals like you for over 65 years in the U.S., UK and Canada. Join Yoh's extensive talent community that will provide you with access to Yoh's vast network of opportunities and gain access to this exclusive opportunity available to you. - Medical, Dental & Vision Benefits - 401K Retirement Saving Plan - Life & Disability Insurance - Direct Deposit & Weekly ePayroll - Employee Discount Programs - Referral Bonus Programs Opportunity is Calling, Apply Now! Recruiter: Scott Bennekemper Phone Number: 314-275-1236 Email: scott.bennekemper@yoh.com Yoh makes finding and applying for jobs simple. Partner with Yoh to find the right opportunities across multiple industries in the US and UK. Find out more here! Yoh, a Day & Zimmermann company, is an Equal Opportunity Employer, M/F/D/V. Click here to contact us if you are an individual with a disability and require accommodation in the application process. J2W: INFOTECH ; J2W: ENG; MONJOB J2WBRSTL Ref: 1075317p Branch: IT & Telecom Nearest Major Market: St Louis Job Segment: Telecom, Telecommunications, Medical, SQL, Database, Technology, Healthcare #TrackingJobBody ul{padding:0px;}",IL,Mascoutah,NA,Full Time Temporary/Contract/Project,monster.com
Product Analyst Job in Boston,NA,"The Judge Group is currently seeking a Product Analyst.  As Product Analyst, you will be responsible for delivering new products and features for product offerings (Digital Engagement Platform).  Qualified candidates will be results-oriented, self-driven, transparent, and have the ability to successfully prioritize and execute many detailed tasks at any given time while managing to deadlines.  Must be expert in customer experience and understand how predictive analytics, marketing techniques, data, persona’s and customer journey maps all work together to customer experiences.This job will have the following responsibilities:Hands-on definition of the product requirements and the prioritization process. Defining and driving both the tactical and strategic product roadmaps and release plans.Work independently to lead and inspire the Product Management team, manage release schedules, work with clients, manage team tasks and milestones.Provide strong project management, communication and transparency to the product teams as well as coordinate GTM activities across Product Development, Marketing, Services, and Sales to deliver successful products within aggressive timeframes.Ability to work across teams and develop innovative approaches to overcoming obstacles and mitigating risks.Lead and direct cross functional teams on projects through the product lifecycle process.Demonstrable expertise in gathering requirements using latest techniques such as personas, customer journey maps, uses cases/workflows, user stories, story maps, wireframes and other artifacts.Experience and expertise in Customer Engagement, Customer Experience, UX design, predictive analytic, content management, CRM and personalized-targeted marketing.Excellent communication skills and transparency providing real-time product release status reporting, issues/obstacles, and risk mitigation plans.Develop the Go-to-Market Strategies and coordinate across Product Development, Marketing, and Sales for launchFundamental knowledge of Product Marketing, Product Positioning, Product Branding and Pricing for B2B commercial products.Qualifications & Requirements:Bachelor's degree. MBA preferred.A proven track record of leading projects and cross-functional teams that successfully achieve milestones and complete deliverable.A minimum of 4-7 years in the Product Analyst, Business Analyst, Project Management realm. Strong analytical skills in requirements gathering, UX, market research, and predictive analytics.Insurance industry experience a plus, but not required.",MA,Boston,NA,"Full Time, Employee",monster.com
Senior Software Engineer (Python) Job in Boston,NA,"Senior Software Engineer (Python)Senior Software Engineer (Python) My team and I are currently working on a Sr. Software Engineer role with a cutting edge cloud software company just outside of Boston. They have been named Boston's Best places to work for the last 3 years and offer a competitive salary and excellent work environment. The ideal candidate will have Middleware experience and be comfortable coding and developing with Python. If this sounds like perfect next step in your career, we want to see YOUR resume! Apply today!! Qualifications:At least 4 years' hands-on Python experience; comfortable with intricate, multi-threaded programmingStrong MySQL skills- complex queries, troubleshooting, basic administrationAble to work easily in a Linux environmentSolid object-oriented design skills, familiar with common software architecturesDistributed source control system experience (GIT strongly preferred, comparable program also acceptable)Proactive approach to tasks and problemsExcellent communication and interpersonal skills, able to make meaningful contributions in a small to mid-sized team development settingExperience in a fast-paced Agile/ Scrum environmentUnderstanding of ETL frameworksBachelor's degree in a technical field, or equivalent progressive work experienceGD123 Hollister Staffing and all its related entities provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status or other categories protected by applicable federal, state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.",MA,Boston,NA,Full Time Employee,monster.com
Data Analyst Job in Wayzata,NA,"Judge Healthcare is currently seeking a Data Analyst for a client in the Wayzata, MN area!!!.   The purposes of this role is to offer a new way to showcase travel data and drive change in the way travel is booked (both on domestic and international fronts) to ensure best value across the Client's and its various businesses. This job will have the following responsibilities:Work with sets of travel data (big data) Pull data from database into Power BI to create visualizationsUtilize critical thinking and analytical skills to recognize patterns, discrepancies, etc. Use creative thought and analytical skills to make recommendations regarding factors such as best times to book travel, how to obtain best value, etc. Participate in presentations to Client's leaders alongside managers Ad hoc requests including market research and pulling of specific reports/data sets for various businesses Some of these items will be time-sensitive Qualifications & Requirements:Bachelor’s degree (economics or something related to analytics preferred) Data analytical skills Interpretive ability Great Communication and influential skills (comfortable sitting in presentations to Client's leaders and being able to back up and explain data) Strong Excel Skills Tableau or Power BI experience ALL QUALIFIED CANDIDATES CALL ROMAN ESCOBAR AT 610-617-1478 AND SEND AN UP TO DATE RESUME TO ROMAN AT rescobar@judge.com Thanks,Roman",MN,Wayzata,NA,"Full Time, Employee",monster.com
Data Analyst Job in Wayzata,NA,"Judge Healthcare is currently seeking a Data Analyst for a client in the Wayzata, MN area!!!.   The purposes of this role is to offer a new way to showcase travel data and drive change in the way travel is booked (both on domestic and international fronts) to ensure best value across the Client's and its various businesses. This job will have the following responsibilities:Work with sets of travel data (big data) Pull data from database into Power BI to create visualizationsUtilize critical thinking and analytical skills to recognize patterns, discrepancies, etc. Use creative thought and analytical skills to make recommendations regarding factors such as best times to book travel, how to obtain best value, etc. Participate in presentations to Client's leaders alongside managers Ad hoc requests including market research and pulling of specific reports/data sets for various businesses Some of these items will be time-sensitive Qualifications & Requirements:Bachelor’s degree (economics or something related to analytics preferred) Data analytical skills Interpretive ability Great Communication and influential skills (comfortable sitting in presentations to Client's leaders and being able to back up and explain data) Strong Excel Skills Tableau or Power BI experience ALL QUALIFIED CANDIDATES CALL ROMAN ESCOBAR AT 610-617-1478 AND SEND AN UP TO DATE RESUME TO ROMAN AT rescobar@judge.com Thanks,Roman",MN,Wayzata,NA,"Full Time, Employee",monster.com
