Position,Company,Description,Loc_state,Loc_city,Skills,Type,Source
SQL,Citi,"Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management.The AML SQL - MIS/Reporting analyst will be responsible for regular reporting tasks as well as participation in a variety of projects and technical challenges in critical Anti-Money Laundering (AML) operations. The analyst will be required to creatively work with business analysts, operations and project management to assist in automating existing manual reporting processes. Additionally, the workload will include fast turnaround of ad-hoc reports and other technical end user support for operations. This is a technical role within the AML Operations organization. It requires a healthy balance of technical (programming) and non-technical (business analysis / management) skills. Primary interface with the Technology and Infrastructure teams to facilitate capture and transmission of data under a secure environment.Assist with improvements to the AML Operations MIS/Reporting process. Be integral part of go-to technical team for all AML Americas Operations MIS/Reporting projects. Enhance process to deliver reporting by cutting down on redundant code and making efficiency improvements Prioritize and deliver ad hoc data requirements as applicable. Ensure business builds institutional knowledge via maintenance of report library, data dictionary, process flow diagrams, and procedures for all reports. Partner with Operations Managers to understand their day-to-day reporting business requirements, and design/implement reporting solutions to meet those requirements. Opportunity to grow within the team to take on more responsibilities and build a long term career in the AML business.Bachelor's degree or minimum of 5 years of related work experience.Strong technical/development skills in SQL Developer (including jobs troubleshooting) / SQL - Oracle / VBA / MS Access / Database Reporting. Intermediary/Moderate knowledge of Business Objects/Crystal Reports a plus. A fundamental understanding of data models and experience with relational databases. Understanding of MANTAS, Actimize, and QuickScreens systems would be a plus. Knowledge of Business Intelligence tools is a plus: Microstrategy, Cognos, Qlikview.Knowledge of Citi infrastructure is a plus. Ability to develop and deliver presentations and reporting related training in layman terms. Experience and understanding of AML business preferred.Excellent communication and presentation skills. Self-starter, very organized, highly proactive, able to communicate with senior managers.Education Level:Bachelor's DegreePrimary Location:NAM-USA-FL-TampaSchedule:Full-timeShift:Day JobEmployee Status:RegularTravel:Yes, 10 % of the TimeRelocation:NoEmployee Referral Bonus:5,000Employee Referral DisclaimerAny referral fee you may be eligible for will be based on the referral program for the business in which the vacancy exists.Employee Referral EligibilityOffice Location / Address:3800 Citibank Center, Tampa, FL 33610Grade: C12",FL,Tampa,* Bachelor's degree or minimum of 5 years of related work experience. * Strong technical/development skills in SQL Developer (including jobs troubleshooting) / SQL - Oracle / VBA / MS Access,Full Time,dice.com
ETL developer,TEKsystems,"1. Experience developing with SSRS (SQL Server Reporting Services) 2. Experience with SSIS (SQL Server Integration Services) 3. Experience working with Business Data Analyst to understand the stakeholder requirements     About TEKsystems:Join TEKsystemsÂ®, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other.",FL,Tampa,ETL developer,Full Time,dice.com
Report/Data Analyst,Software Guidance & Assistance,"Software Guidance & Assistance, Inc., (SGA), is searching for a Report/Data Analyst a right to hire assignment with one of our premier financial clients in Tampa, FL..      Responsibilities       :    The Reporting Analyst is responsible developing a sustainable and robust reporting structure in support of Supplier Management, Client Management, and Staffing Office Operations. Resource must be able to implement solutions effectively towards goal of streamlining current reporting mechanisms. The right resource will have expert level Excel skills and a strong knowledge of the professional services industry. Resource must have the ability to multi-task, work in fast paced, high pressure environment and possess excellent communication skills.    Resource responsibility will include management and execution of all cost savings initiatives, including project management, communications, tracking and validation. Resource will serve as secondary point person for creation of all C level presentations and aggregation of necessary data set to be included in presentations. Resource will be completing ad-hoc reporting requests and for ensuring all CIO Sectors and Business areas have a consistent and robust reporting analytics package. Resource will be responsible for BAU operational metrics to ensure SLAs are being met globally. Resource will serve as Renault SME for approval processes and continuous improvement, as well as develop proper business requirements for all enhancement requests.   Headcount Trending   Preferred Supplier Performance Metrics   Onboarding Cycle Time   Recruiting Cycle Time   Preferred Supplier Compliance   Activity Levels (terms, data changes, new onboarding, etc)     Required        Skills :     5-7 years Reporting & Analytics experience   5-7 years Professional Services experience   Expert level Excel and PowerPoint skills   Exemplary communication skills, including written capabilities   Strong Project Management skills   Strong influencing skills   Ability to multi-task and manage numerous ad-hoc reporting requests on a regular basis   Detail oriented and strong organizational and follow through skills     Preferred        Skills :    Experience with Access (is a plus)   SGA is a Certified Women's Business Enterprise (WBE) celebrating over thirty years of service to our national client base for both permanent placement and consulting opportunities. For consulting positions, we offer a variety of benefit options including but not limited to health & dental insurance, paid vacation, timely payment via direct deposit. SGA accepts transfers of H1 sponsorship for most contracting roles. We are unable to sponsor for Right-to-Hire, Fulltime, or Government roles. All parties authorized to work in the US are encouraged to apply for all roles. Only those authorized to work for government entities will be considered for government roles. Please inquire about our referral program if you would like to submit a candidate for any of our open or future job opportunities. SGA is an EEO employer. We encourage Veterans to apply. To view all of our available job postings and/or to learn more about SGA please visit us online at       www.sgainc.com      .",FL,Tampa,"Analyst, Business Requirements, CIO, Consulting, Excel, HTTP, Inquire, Management, Metrics, PowerPoint, Project, Project Management, Validation","Full Time, Full Time",dice.com
Senior Business Data Analyst,Software Guidance & Assistance,"Software Guidance & Assistance, Inc., (SGA), is searching for a Senior Business Data Analyst for a contract assignment with one of our premier financial clients in Tampa, FL.      Responsibilities       :     Will have to interact with multiple upstream data sources & business stakeholders, develop data related technical specifications, profile source data to develop complete source to target data mappings, convert the business requirements and conceptualize UI/UX solutions.       Required        Skills :      We need a Senior Data Analyst with very strong Business Analysis, Data model design and Database skills with at least 7+ years of big systems experience.     Should have the ability to conduct exhaustive Data analysis independently with an understanding of Markets business functions, Operations, P&L Reporting, Trade flows, Technology frameworks and Data Analytics.      Fluency in using Oracle DBMS with strong SQL knowledge and exceptional Excel skills are expected.     High level of comfort expected in querying tools is mandatory.      Subject domain knowledge in Trade Settlements/Margin/Risk Exposure/Liquidity Analysis will be helpful but not mandatory.     Good understanding of Markets products Trade Lifecycle expected.      Ability to provide relevant data sets & schemas needed to develop solutions with good exposure to data analytics      Must have good Data Integration and Data Quality knowledge.      Good communications skills and ability to face off senior stakeholders      Demonstrated capabilities in data collection and reporting      Excellent SQL & Database design skills. Mandatory.      MS Office Suite, MS Visio, MS Project, MS SharePoint. Excellent Excel skills required. Mandatory.     Any Data Modeling Tools ERWIN, Toad, SQL Developer, Aqua Data Studio, etc. Almost a must have skill.      Use Case Design Tools. Will be helpful.      Basic Wireframe development skills. Will be a good to have.      Preferred        Skills :     Business Intelligence tool exposure with Business Objects, QlikView, Tableau, Microstrategy, etc. Not a must but a good to have.     SGA is a Certified Women's Business Enterprise (WBE) celebrating over thirty years of service to our national client base for both permanent placement and consulting opportunities. For consulting positions, we offer a variety of benefit options including but not limited to health & dental insurance, paid vacation, timely payment via direct deposit. SGA accepts transfers of H1 sponsorship for most contracting roles. We are unable to sponsor for Right-to-Hire, Fulltime, or Government roles. All parties authorized to work in the US are encouraged to apply for all roles. Only those authorized to work for government entities will be considered for government roles. Please inquire about our referral program if you would like to submit a candidate for any of our open or future job opportunities. SGA is an EEO employer. We encourage Veterans to apply. To view all of our available job postings and/or to learn more about SGA please visit us online at       www.sgainc.com      .",FL,Tampa,"Analysis, Analyst, Business Intelligence, Business Objects, Business Requirements, CASE, Consulting, Data Analysis, Database, Data Collection, Data Modeling, Developer, Development, ERwin, Excel, HTTP, Inquire, Lifecycle, Microstrategy, Modeling, MS Office, Oracle, Project, SQL, Use Case, UX","Full Time, Full Time",dice.com
VBA support/ Developer,Derive,"Derive,Â headquartered in Scottsdale, Arizona, offers IT staffing and consulting services to many Fortune 1000 companies. We have a history of delivering extraordinary results. Our continued success is driven by our pragmatic, innovative strategies, and by our unique team of industry veterans, contractors, and strategic partnerships..NET/VBA DeveloperType of position:Â  Contract opportunityTelecommute:Â  NoLocation: Tempe AZÂ Job DescriptionÂ  Support DeveloperÂ  Basic purposeÂ  70% support and up to 30% development tasks for applications using .Net, VBA, Access and Microsoft sql serverEssential duties and responsibilitiesÂ â€¢ Participate in on-call rotationÂ  â€¢ Work with users and troubleshoot and document any issues with the applicationâ€¢ Support ticket resolutionÂ â€¢ Application maintenanceÂ  â€¢ Problem resolutionÂ  RelationshipsÂ  â€¢ IT - Problem solves up to the Director level. Works extensively with technical and solution Architects.Â  â€¢ Business - Problem solves across Business organizations interacting with subject matter expertsÂ  â€¢ External â€“ Works regularly with IT Vendors / Consultants and 3rd party technical staffÂ  Required Skills and ExperienceÂ â€¢ 3+ years of development experience building enterprise applications using VBA and access.Â  â€¢ Experience working with UNIX, Linux and windows OS.Â  â€¢ 3+ years of experience with oracle or sql server database.Â Ability to travel up to 30% as needed.Â â€œWe are an Equal Opportunity Employer.â€ùÂ ",FL,Tempe,"VBA , Unix,Windows,Linux and SQL OR Oracle database","Contract Corp-To-Corp, Contract Independent, Contract W2",dice.com
Teradata ETL Developer,Delviom LLC,"Hello,Greetings..!!Please find the job description and revert back along with updated resume and contact details given below ASAP.Â Title:Â Teradata ETL DeveloperJob Location:Â Temple Terrace,Â FLÂ 33637Duration: 6 months contractOnsite: YesDescription:Primary Skill Requirement:Â Teradata ETL DeveloperDesign and code from specifications, analyzes, evaluates, tests, debugs, documents, and implements complex software appsÂ Uses coding methods in specific programming languages to initiate or enhance program execution and functionalityÂ Applicant must be able to demonstrate the following:Â Design and write system specifications.Â Use Teradata utilities fastload, multiload, tpump, and TPT to load data.Â Write BTEQ scripts to transform data.Â Write Fastexport scripts to export data.Â Write, test and implement Teradata Fastload, Multiload and Bteq scripts, DML and DDL.Â Construct Kornshell driver routines (write, test and implement UNIX scripts).Â Write views based on user and/or reporting requirements.Â Will be expected to be available for on-call response in order to provide 24x7 emergency response capabilities.Â SQL proficient.Â Over 2 years of experience with Big Data Technologies like Hadoop, Map Reduce, Hive, Pig and SqoopÂ Experience with NoSql databases like MongoDB and HBaseÂ Experience in Installation and Configuration of Hadoop clusterÂ Thanks & Regards,Shahidshahid@delviom.com703-596-1600*109",FL,Temple Terrace,"Teradata utilities fastload, multiload, tpump, and TPT to load data, Teradata Fastload, Multiload and Bteq scripts, DML and DDL, Hadoop, Map Reduce, Hive, Pig and Sqoop, Mongo DB, Hive","Contract Independent, Contract W2, C2H Independent",dice.com
Python Programmer,TELNET Inc.,"Description: Designs and codes from specifications, analyzes, evaluates, tests, debugs, documents, and implements moderately complex software applications Under general direction, devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operating time, and form of desired results - Competent to work at the highest technical level of all phases of applications programming activities - Monitor program execution for expected performance SKILL SET-- BS Electrical/Electronic/Computer Engineering ' M.S. preferred - 6 to 8 years experience with Python, Expert level Python Programming knowledge. - Working experience and Production deployment experience in Large Volume Data Processing. - Working Experience in multiple python modules as statistical and data analysis packages. - Working experience in using Python with MySQL Database Preferred - 2 to 4 years experience in developing microservices in Python and production implementation. - 2 to 4 years experience in R - 2 to 4 years experience in JAVA - 2 to 4 years experience in Data analytics tools as Apache tools as Solr, Sparc - 2 or more years experience on Microservices architecture and SOA. - 2 or more years experience in using open source tools as JIRA, STASH. - 2 to 4 years experience with Agile Methodology and Sprint cycles - Familiarity with Cloud based technologies as DOCKER, VM - 4 to 6 years experience with Linux as User, Shell Scripts - Modifies, installs, and prepares technical documentation for system software applications - Monitors systems capacity and performance, plans and executes disaster recovery procedures, and provides Tier 2 technical support. - May customize purchased applications, and assists in maintaining program libraries and technical manuals - Provides high level written communications such as white papers, decision documents, or research papers - Identify, escalate and document production impact issues for the environment to confirmed delivery for client and business notificationÂ Vikram ReddyÂ Telnet Inc.7630 Standish PlaceRockville, MD 20855Phone: (301) 840-7110 x 66841Fax: (301) 840-0162Email: vikram.reddy@telnet-inc.comWebsite: www.telnet-inc.com",FL,Temple Terrace,"6 to 8 years experience with Python, Expert level Python Programming knowledge.","Contract Corp-To-Corp, Contract Independent, Contract W2, 12+ months",dice.com
SQL Translator,SGS Consulting,"â€¢ Experience working across two or more different SQL database platforms (ideally SQL Server and Redshift but open to others; essential that individuals have experience working across different platforms)â€¢ Redshift database experience a plus, not requiredÂ Send resumes to revi@sgsconsulting.com.",FL,Titusville,SQL,"Contract W2, C2H W2, 3 - 6 months",dice.com
SQL Server,Softpath System,"Job DescriptionSQL Server Front-End / Back-End Application DevelopedTITUSVILLE, NJ 08560Targeted Duration:14+ MonthsDay shift only: 8:30 Am to 4:30 PmRoles and Responsibilities:Responsible for designing, building, and managing technical solutions in fulfillment of client Health Care Compliance requirements, the ideal candidate will use effective communications skills and a high degree of technical acumen using the standard client-side technologies listed in this job posting.Gather requirements, develop, and maintain a SharePoint Online environment, which contains a number of client-side solutions designed to enhance HCC collaboration and drive operational efficiencies. Support and enhance the Microsoft Access front-end / SQL Server back-end application developed to meet the Open Payments reporting requirements for the client. Partner with I/T to develop solutions using standard client technologies to automate and increase efficiencies for business processes supporting Health Care Compliance & Privacy (HCC&P) business needs. Develop standard operating procedures and documentation on all technology solutions.SKILL / EDUCATION / EXPERIENCE REQUIREMENTS: Project management skills with demonstrated experiences in prioritizing needs across multiple projects and implementing system or process enhancementsFamiliarity with all aspects of the software development life-cycle and leading projects from end-to-endStrong teamwork and collaboration skills with a proven track record of influencing others to produce high quality resultsStrong written and verbal communication skillsMicrosoft SQL Server (2008 or later) development experience including design, optimization, and stored procedure and function creationMicrosoft SharePoint client-side development (SharePoint 2007 or later) using DVWPs, JQUERY, XSL, etcVisual Basic for Applications (VBA) development in Access, Excel, or OutlookKnowledge of Microsoft Office (Word, Excel, PowerPoint, Outlook)SKILL / EXPERIENCE PREFERENCES: Microsoft Access client-side/front-end database experienceThe ability to quickly learn new technologies to deliver innovative, scalable, and sustainable solutionsStrong understanding of web technologies and experience building client-side web solutions using HTML, CSS, JavaScript, web services, and XMLSharePoint site migration to Office 365 from earlier on-premises versionsAmazon Web Services RDS experience, technology support and maintenancePassion for elegant and efficient solutionsUnderstanding of client complex business model, industry environment, and day-to-day business activities impacting implementation and compliance to the various aspects of the Corporate Integrity Agreements, local, state and federal lawsÂ If interested please mukul@softpath.net and/ or call me (Mukul) at 678-539-6681.Â Softpath is a preferred staffing vendor to fortune 500 companies in the US headquartered in Atlanta, Georgia.",FL,Titusville,"SQL, Sharepoint, JavaScript",Contract W2,dice.com
Clinical Business Intelligence Specialist,Vision InfoSystems Inc.,"Clinical Business Intelligence Specialist Â Â West Palm Beach, Florida4-6+ monthsÂ ContractÂ Phone/ skype plus In person interviewÂ is highly preferredQualifications:Â Experience with analyzing data in source systemsPrior experience with cloud-based EHR platforms. Specifically PointClickCAreExperience with gathering requirements and writing specificationsExperience with data integration toolsExperience with Business Intelligence toolsExperience in data processingMinimum of 5 yearsâ€™ experience with developing technical BI data solutions, with Microsoft tools (SSAS, SSRS, SSIS, Excel and Excel Services)Prior work as a Database Programmer or Programmer Analyst strongly preferredStrong skills in Microsoft ExcelExpertise in SQL Server Demonstrated experience/skills in appropriate computer, statistical or database applicationsExposure to clinical dataEducation:Bachelorâ€™s degree in a business, health sciences, or a related field or equivalent",FL,West Palm Beach,Clinical Business Intelligence Specialist,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 6+ Months",dice.com
MDM Consultant / Data Analyst,Eliassen Group,"Job ID: 259972  Contract Length: 12 months  Face to face interview required. W2 only. Our client is one of the oldest independent biotech companies in the world.- They are currently looking for a MDM Consultant/Data Analyst for a role with their dedicated team.- Every day that you work is a day that you will be working towards making a difference in people-s lives.   What You'll Do: Interfaces with client through the defined processes and tools to create / modify SOPs- Works on small and large, moderately complex projects that require increased skill in multiple technical environments and disciplines; participates on one or more project teams, application analysis, design, development, integration and enhancement activities, as well as related maintenance and production support- Works with project teams to define and design scope for each project as it relates to Master Data Management- Adheres to architecture standards, risk management and security policies- Provides team leadership to peers and developers- Participates in project planning sessions with clients, business analysts, and team members to analyze development requirements and make recommendations for moderate to complex systems- Handles production support incidents and service request- Provides design recommendations, developing and integrating programs per written specifications; occasionally responsible for writing moderate to complex design specifications- Makes moderate to complex modifications to existing software applications and modules in accordance with written specifications and division standards- Translates business and technical requirements into detailed design specifications for application code and modules- Prepares and presents status updates on various projects- Utilize Excel, SQL and other tools to understand and compare data  Who You Are: Total 8+ Industry Experience, with a minimum of 3 to 4 years of experience in leading Information Management / Master Data Management / Data Quality programs Exposure and Experience working with MDM applications / Datawarehouse with solid MDM concepts understanding - at least 5 year of solid MDM projects experience- Experience working with Data Analysis technology (data management team) and business SMEs to document as-is and to-be processes and data requirements- Bachelor's degree in programming/systems or computer science (preferred), specialized training, certification, and seven to nine years of work related experience; or an equivalent combination of education and experience- MDM / Veeva Network Certification preferred Experience and understanding of multiple programming languages and applicable applications Hands-on experience with any MDM configurations, experience with Data modeling Data Mappings, Data validation methodology, Match and Merge rules configuration, writing and customizing user exits- Experience with Informatica Power center tools is desired- Understanding of SOA, Data integration, Data Quality, data architecture and Master Data- Apply now! About Eliassen Group: Eliassen Group has been driving the success of our clients, consultants, and employees within Technology Staffing and Consulting Services since 1989. For over 25 years, we have been at the forefront of innovation by uniting talented people and quality solutions within successful companies to help them attain their business objectives. Our solution oriented approach to understanding your needs ensures that we identify and represent the best possible talent available in the market, personally selected and matched to your requirements by our highly-tenured, extraordinarily capable recruiting team. Our consulting divisions include expertise focused on Agile, Big Data, Biometrics & Data Solutions, Creative Services, Government Services, Life Sciences and Workforce Management. Eliassen Group is privately held and headquartered in Wakefield, MA.   Don-t miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a  $1,000 referral check ! Â  Category:  Information Technology",FL,Weston,"Agile, Analysis, Analyst, Architecture, Biometrics, Consulting, Data Analysis, Data Architecture, Data Modeling, DataWarehouse, Development, Excel, HTTP, Informatica, Management, Modeling, Programming, Project, Risk Management, Security, SQL, Validation","Contract Independent, Contract W2, C2H Independent, C2H W2",dice.com
Data Scientist,CyberCoders,"Minimum Required Skills:Python, R, Hadoop, MapReduceIf you are a Data Scientist with experience, please read on!We are looking for a great Data Scientist to join our team at Winter Park. Our data scientists participate in discovering the hidden information in exascale data. As a Data Scientist your primary focus will be exploring our data with data mining, statistical analysis and machine learning to create insights that drive business decisions of users of our product. You will take pride in building and enhancing our forecasting and prediction engines that are used to predict insights that help our customer make their media plans based on people.What You Will Be Doing- Building and optimizing classifiers using machine learning techniques- Data mining using state-of-the-art methods in statistical analysis- Feature selection for improving the prediction engine and algorithms- Extending company's data with third party sources of information when needed- Enhancing data collection procedures to include information that is relevant for building analytic systems- Processing, cleansing, and verifying the integrity of data used for analysis- Doing ad-hoc analysis and presenting results in a clear manner- Creating automated anomaly detection systems and constant tracking of its performance- Perform other tasks as assigned by the companyWhat You Need for this Position- Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.- Good applied statistics skills, such as distributions, statistical testing, regression, etc.- Understanding of Time Series Analysis and Forecasting.- Able to create prediction models for user browsing patterns and behavior.- Experience in Python and common data science toolkits, such as R, Weka, NumPy, MatLab, etc.- Experience with data visualization tools, such as ggplot, matplotlib, plotly, bokeh, seaborn, etc.- Experience in MapReduce platforms and technologies such as Hadoop, Spark, Hive, Pig, Sqoop, Oozie, Ambari, HCatalog, Zookeeper, Flume, Storm, and Kafka etc.- Experience in using any of NoSQL Databases, such as Cassandra, Hbase, MongoDB, and Druid DataStore etc.- Experience in using SQL Databases such as MySQL, Postgres, Oracle, DB2What's In It for You- Competitive base salary- 10% bonus- 401k, PTO, and excellent benefits- Fun work environment and career growthSo, if you are a Data Scientist with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",FL,Winter Park,"Python, R, Hadoop, MapReduce - Python, R, Hadoop, MapReduce","Full Time, Full-time, Employee",dice.com
Data Engineer,CyberCoders,"Minimum Required Skills:Python, MapReduce, SQLIf you are a Data Engineer with experience, please read on!We are looking for a great data engineer to join our team at Winter Park. As a Data Engineer you will participate in creating and maintaining state-of-the-art data pipelines for gathering and processing data at the exascale using MapReduce, Stochastic Aggregations, Streaming, Schedulers and modern technologies. You will also create and maintain reporting engines, services, and tools to enable consumption of data by different systems within our platform.  This position will also assist the team in the creation of data standards, data strategy, and data architecture for leveraging predictive analytics and big data technologies.What You Will Be Doing- Gather and process data at exascale (including writing MapReduce programs, scripts, web scraping, integrating APIs, writing SQL queries etc.).- Integrate external and internal data sources and APIs into reporting and forecasting systems- Support business units with ad hoc analysis as needed- Create tools, reporting engines and services for consuming the data- Define and document standards, architecture and design- Perform other tasks as assigned by companyWhat You Need for this Position- Strong management skills a must (ability to meet multiple deadlines) - Must be able to thrive in a dynamic, fast paced, high volume environment - Ability to quickly synthesize an array of objectives and inputs to determine the right executable solution- Highly reliable with close attention to timelines- Programming experience in Python, Memcache- Proactive attitude- Exceptional Critical Thinking/Problem Solving SkillsWhat's In It for You- Competitive base salary- 10% bonus- 401k, PTO, and excellent benefits- Fun work environment and career growthSo, if you are a Data Engineer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",FL,Winter Park,"Python, MapReduce, SQL - Python, MapReduce, SQL","Full Time, Full-time, Employee",dice.com
Senior Big Data Engineer,CyberCoders,"Minimum Required Skills:SPARK, Hadoop, Big Data, NoSQLCome join us in the sun! We will help  you relocate to sunny Florida!If you are a Big Data Engineer with experience, please read on!Title: Senior Big Data EngineerAlternate titles: Software Engineer, Data Engineer, Big Data EngineerLocation: Winter Park, FL --- Want to relocate to the always sunny Florida!? We will help!Salary: $120k- $175kWe lead the industry in digital advertising technology bringing a better connection to customers!We are a fast growing start up based in Winter Park, FL! We were founded in 2012 and have kept expanding across the world ever since! We specialize in digital advertising. We help deliver advertising tools to our clients to allow customers to identify, deliver, and manage advertising opportunities. Intrigued yet?!What You Will Be DoingWe are looking to improve our current backend data infrastructure, and build out new and ever-more complex features. We need a real leader who is willing to take a player/coach role.  The work is fast-paced and rewarding, and you will see the results across billions of ad impressions on dozens of your favorite websites.What You Need for this PositionWe are working with: Spark, Airflow, Druid ((So if you have experience with those or similar, I look forward to hearing from you!))MUST HAVE: SparkHadoop- Professional software development experience C++ or Java, strong grasp of OO best practices and design patterns- 2+ yrs hands-on experience with open source big data processing systems and infrastructure, i.e. Hadoop/Map Reduce, Apache Spark (on Apache Hadoop YARN, Mesos), etc.- Experience with asynchronous systems including message queueing (RabbitMQ, Apache Kafka)- Experience working with both relational databases (PostgreSQL, MySQL) and NoSQL databases (MongoDB, Cassandra, HBase), good understanding of when to use each- Solid grasp of all things Linux, including fundamental knowledge of networking, security, resource usage and monitoring, scripting, etc.- Comfortable with regex-based tools (awk, sed, grep, etc.)What's In It for You- Huge growth potential- Career support development- Extensive benefits package- Competitive Salary- Global reachSound like you? Please apply today! or simply e-mail  your resume to Madeline@cybercoders.comI look forward to hearing from  you!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright Â© 1999 - 2016 . CyberCoders, Inc. All rights reserved.",FL,Winter Park,"SPARK, Hadoop, Big Data, NoSQL - SPARK, Hadoop, Big Data, NoSQL","Full Time, Full-time, Employee",dice.com
".NET Developer (Web API/ SQL/ JavaScript) in Winter Park, FL",Valintry,".NET Developer This position is primarily responsible for developing and maintaining an array of different .NET applications that individually contribute to the customer experience. This developer will be working closely with other .NET developers, mobile developers, architects, and infrastructure engineers to be sure all aspects of the applications are sound, and continue to bring new [â€?]   .NET Developer  This position is primarily responsible for developing and maintaining an array of different .NET applications that individually contribute to the customer experience. This developer will be working closely with other .NET developers, mobile developers, architects, and infrastructure engineers to be sure all aspects of the applications are sound, and continue to bring new and innovative content and features to customers. This individual must possess good communication skills, and display a strong passion for producing quality software.    Job Responsibilities:   Translates designs, wireframes, and user stories into high quality code. Designs, builds, and maintains high performance, reusable, and reliable code that adheres to enforced coding standards. Proposes solutions and/or implementation strategies. Works closely with Quality Assurance members to ensure the best possible performance, quality, and responsiveness of applications. Works closely with other developers (Mobile/Web) to accomplish common goals. Responds to emergency situations as needed for the purpose of resolving immediate concerns. Identifies root cause of bugs/issues and resolves them quickly. Stays up-to-date with upcoming changes to current technologies and industry trends. Participates in a variety of planning and development activities. Provides on-call development support (as needed). Actively works to increase technical skill level. Mentors other technology staff. Other duties as assigned.   Position Qualifications:   Bachelor's Degree in Computer Engineering or a related field OR in lieu of degree, 5+ years of .NET development experience. Passion for speed and optimization within the development process Interested in analytics processing and familiar with industry software Experienced with agile development using Scrum/Kanban Experience with the following technologies preferred:.NET C# SQL as well as NoSQL DB such as Mongo, Cassandra, DocDB etc Web API SignalR Splunk Hadoop JavaScript (ES5/ES6) Node.js Visual Studio CQRS Lambda Experience with Git (Github, Bitbucket) Experience with Jira or similar   Please note: This client is not accepting candidates submitted by other staffing firms or agencies at this time. Self-employed corp-to-corp candidates are welcome. Thank you.     For immediate response please forward resumes toÂ       eric@valintry.com     Â  Eric Lyublinsky Sr. IT Recruiter  (Direct)     407-205-1125     (Office)       800-360-1407      www.valintry.com      For a list of our current openings please visit       Valintry's Jobs Webpage    Â  Â  Department:  IT",FL,Winter Park,"Agile, API, Developer, Development, GIT, Hadoop, HTTP, JavaScript, NoSQL, Quality Assurance, Recruiter, Scrum, SQL","Full Time, Direct Hire",dice.com
